# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=20, N=28, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Rhop,dRhop,LapRhop,Jp,DivJp,Rhon,dRhon,LapRhon,Jn,DivJn,Rhol,dRhol,LapRhol,Jl,DivJl,RhoN,dRhoN,LapRhoN,JN,DivJN
0.0,0.0813630545340853,1.734723475976807e-17,-0.0445789214438628,0.0,-0.004558934477598459,0.09308963044533006,0.0,-0.05368965580231337,0.0,-0.0064658302027666495,0.0,0.0,0.0,0.0,0.0,0.17445268497941535,1.734723475976807e-17,-0.09826857724617617,0.0,-0.011024764680365107
0.05,0.08134454975883425,-0.0007462103709122807,-0.04492814327247928,-7.593028156886629e-5,-0.004552400382514406,0.09306733576862376,-0.000897074277877042,-0.053938506631437746,-0.0001078832291580775,-0.006476531483776078,0.0,0.0,0.0,0.0,0.0,0.174411885527458,-0.0016432846487893227,-0.09886664990391703,-0.00018381351072694377,-0.011028931866290484
0.1,0.08128845222926458,-0.0014932549969459176,-0.04462424626314743,-0.00015195024158305926,-0.004579825097340785,0.09300002405115931,-0.001790002936884888,-0.053403134895274595,-0.00021685420204412643,-0.006552301831472514,0.0,0.0,0.0,0.0,0.0,0.17428847628042388,-0.0032832579338308056,-0.09802738115842202,-0.0003688044436271857,-0.0111321269288133
0.15000000000000002,0.08119545754281583,-0.0022246451502844038,-0.04414863390778782,-0.00023055817923975467,-0.0046768891389272335,0.09288872918198408,-0.0026577313698235468,-0.05251550080073614,-0.00033022899672314663,-0.006725202604261569,0.0,0.0,0.0,0.0,0.0,0.17408418672479992,-0.0048823765201079505,-0.09666413470852395,-0.0005607871759629012,-0.011402091743188802
0.2,0.08106626980410556,-0.002939562101064979,-0.043486795440403514,-0.000312531021959347,-0.004805349130977549,0.0927347795143435,-0.003494102499541074,-0.05128263488872742,-0.0004496354661665614,-0.006956833512014251,0.0,0.0,0.0,0.0,0.0,0.17380104931844906,-0.006433664600606053,-0.09476943032913093,-0.0007621664881259084,-0.0117621826429918
0.25,0.0809018774477328,-0.003631894550620695,-0.04263882692294628,-0.0003989084751408652,-0.004969840872076865,0.09254001829599136,-0.004288476920660603,-0.04970772697607789,-0.0005768437533657879,-0.0072481415657799555,0.0,0.0,0.0,0.0,0.0,0.17344189574372415,-0.007920371471281298,-0.09234655389902417,-0.0009757522285066531,-0.01221798243785682
0.30000000000000004,0.08070354872923943,-0.004296103338341187,-0.041607333880182513,-0.0004907292619614955,-0.005169168681820099,0.09230679846294218,-0.005030794576546867,-0.04779913630128367,-0.0007134849449760744,-0.007593666823758189,0.0,0.0,0.0,0.0,0.0,0.1730103471921816,-0.009326897914888055,-0.08940647018146619,-0.0012042142069375698,-0.012762835505578288
0.35000000000000003,0.08047282567425929,-0.004926774748516636,-0.04039564909731693,-0.000589000256686977,-0.005402138077532419,0.09203796692316986,-0.005711355688156495,-0.04556739714347731,-0.0008609899038870586,-0.007987062421900983,0.0,0.0,0.0,0.0,0.0,0.17251079259742913,-0.01063813043667313,-0.08596304624079423,-0.0014499901605740356,-0.013389200499433401
0.4,0.08021151761932209,-0.005518635136888637,-0.039007962285105086,-0.0006946811130821645,-0.005667237162078734,0.09173684527769958,-0.006320886820827265,-0.04302548002865919,-0.00102054435598611,-0.008420843090000824,0.0,0.0,0.0,0.0,0.0,0.17194836289702167,-0.011839521957715902,-0.08203344231376428,-0.0017152254690682744,-0.014088080252079558
0.45,0.07992169341750402,-0.006066584069025164,-0.03744950895167934,-0.0008086698890849716,-0.0059625729404456955,0.0914072062269445,-0.006850634320071311,-0.040189086872825484,-0.0011930469730611103,-0.008886383257060823,0.0,0.0,0.0,0.0,0.0,0.17132889964444853,-0.012917218389096475,-0.07763859582450483,-0.0020017168621460817,-0.014848956197506518
