# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=20, N=28, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Rp1,Rp2,Rp3,Rp4,Rp5,Rp6,Rp7,Rp8,Rp9,Rp10,Rn1,Rn2,Rn3,Rn4,Rn5,Rn6,Rn7,Rn8,Rn9,Rn10,Rl1,Rl2,Rl3,Rl4,Rl5,Rl6
1.0,0.3611650664268082,0.15199523654369823,0.16795994933998373,0.05175764458402196,0.06210396612103382,0.5047590003414634,0.01580421101329744,0.28166593567112114,0.01879674064426796,0.2617101690451515,0.4194575778386832,0.18079566251943704,0.2002778381586475,0.060013679695913466,0.4936956720228534,0.07559156418746912,0.017382448902046484,0.27762689551640135,0.24967553043561005,0.02202368786587076,0.3954333003268793,0.15969756033463478,0.15969756033463478,0.04964398802372751,0.04964398802372751,0.41989894766780056
1.05,0.37819487680453384,0.1665065978185815,0.18415340325513005,0.05942315311208498,0.07133518259611975,0.5178754807075574,0.0190285771501114,0.3043730706730451,0.02263737417157965,0.2832352557423958,0.4378742442253323,0.1975267722458133,0.21910743832484347,0.06875126841419975,0.5042222358170708,0.08666521209748762,0.020892968812238625,0.2993751470282041,0.26967042882183156,0.026482239187799433,0.41177916451731555,0.1744731821033725,0.1744731821033725,0.05691687858869082,0.05691687858869082,0.4292653322784773
1.1,0.3949545078649322,0.1814851043605178,0.2008735157493391,0.06772483702718957,0.08132688826173648,0.5292165183948387,0.022691176813306433,0.32699352484196365,0.026996424863433132,0.3047292717215543,0.45580661846111187,0.21469915456010083,0.2384550834011472,0.07817950762266267,0.5127691802606964,0.09861030599186206,0.02487074576539946,0.3209174467664328,0.28952245357896345,0.03152980953312273,0.42764454716210276,0.1896604324391775,0.1896604324391775,0.06477869299832531,0.06477869299832531,0.43712210357790565
1.1500000000000001,0.41140833368795426,0.19689067764540502,0.2180692137616365,0.0766670741777193,0.09207872350486908,0.5387118356554174,0.026820832124160327,0.34937302487731275,0.031905139473465106,0.32603993247064006,0.4732121537538551,0.23225708545031007,0.2582503455395901,0.08829700757801068,0.5192764343264596,0.11141768174222952,0.029344444292603945,0.3420978427846775,0.30907960108676474,0.037198615754472156,0.4430111276475904,0.20521789870718696,0.20521789870718696,0.07323189927856522,0.07323189927856522,0.44344136141541296
1.2000000000000002,0.42751951411384365,0.21268089650038166,0.23568539494478408,0.08625072144495645,0.10358452720372309,0.5462972803663655,0.0314452307640541,0.37135569484167524,0.03739232206625115,0.3470113610379422,0.49004779394495535,0.25014255266943597,0.27841821999767963,0.09909814894935998,0.5236920094777298,0.12507061276348178,0.03434121770838675,0.36276004796451916,0.32818726456350045,0.043517447006232675,0.4578611926232116,0.22110294356605312,0.22110294356605312,0.08227580486769766,0.08227580486769766,0.44820081347769325
1.25,0.4432503747728841,0.2288111708565031,0.2536631542505395,0.09647306204625761,0.11583216960198699,0.5519157288427312,0.03659066081140148,0.39278520434623343,0.04348385349309842,0.3674853229008243,0.5062704096224898,0.26829551598027823,0.29887947684826566,0.11057307230391218,0.525972806882175,0.13954465987491138,0.03988642892542874,0.3827485962269648,0.3466895085884223,0.05051108774943715,0.4721776813332862,0.2372718274628319,0.2372718274628319,0.09190652323689948,0.09190652323689948,0.4513839033205948
1.3,0.4585628219594004,0.24523495821458186,0.2719400978766964,0.10732778503726455,0.12880346171517515,0.5555179601997099,0.042281755642330124,0.41350598113497816,0.05020223436524805,0.3873025901420952,0.5218372644351728,0.2866542078848561,0.31955111497955746,0.12270770192916797,0.5260853791606794,0.15480762174181786,0.046003383393091145,0.40191004212657117,0.36443046040232724,0.058199774596385874,0.4859442338914573,0.25367984151465106,0.25367984151465106,0.10211695949764672,0.10211695949764672,0.45297991254509884
1.35,0.47341878380188074,0.26190402024653375,0.2904507424936942,0.11880499860347062,0.14247414960069268,0.5570634785379074,0.048541251968767275,0.43336446976062026,0.05756616293246488,0.406304413755071,0.5367065022836183,0.30515547173909835,0.34034691515967497,0.13548380487980655,0.5240066253753949,0.17081959570797273,0.052713076700368365,0.4200941880757379,0.38125579755723926,0.06659870099779829,0.49914524108848934,0.2702814499443826,0.2702814499443826,0.11289681575696454,0.11289681575696454,0.45298403362539147
1.4000000000000001,0.48778066775482154,0.2787687153979423,0.30912699445778086,0.1308912777877191,0.15681399945969687,0.5565212594054577,0.0553897637818236,0.45221041524260586,0.06559015898672416,0.4243340773768422,0.5508376448780569,0.32373513280510424,0.3611780853361556,0.14887908540516162,0.5197243984442238,0.18753315597529027,0.06003395914964215,0.4371553213962603,0.3970143064376547,0.07571758344569449,0.5117658941076063,0.28703044079360795,0.28703044079360795,0.12423261660492853,0.12423261660492853,0.45139741021378066
1.4500000000000002,0.5016118233539867,0.2957783218843035,0.3278987005199471,0.1435697462648389,0.171786976710445,0.5538703982245601,0.0628455745450726,0.46989814850494516,0.07428424408734584,0.4412385010322548,0.5641920883229442,0.34232839654616154,0.3819539877817847,0.16286731413300085,0.5132380055447318,0.20489365269509477,0.06798171931930601,0.4529534418653869,0.41155948182935453,0.08556030191649945,0.5237922324193482,0.3038800832356147,0.3038800832356147,0.13610775469860525,0.13610775469860525,0.4482271422963486
1.5,0.514876998524288,0.31288138417295847,0.3466942585444378,0.1568201907000338,0.18735151901315908,0.5491006406637872,0.07092444945730196,0.48628784917484374,0.0836536870523848,0.4568698598947788,0.5767335869881339,0.36087026739511563,0.4025829343853945,0.17741849059294806,0.5045585843263182,0.22283963175707008,0.07656908830141568,0.4673554595278311,0.4247511343609287,0.09612462571466228,0.5352111881561062,0.3207832894900501,0.3207832894900501,0.14850255596950743,0.14850255596950743,0.4434862543335914
1.55,0.5275427775712966,0.3300260749977437,0.3654412741456326,0.17061920517211737,0.20346089990312896,0.5422127782203816,0.07963946900124527,0.5012467610973314,0.09369882182783511,0.4710871809122364,0.5884287129966679,0.3792959803878226,0.42297303351782517,0.19249903689641212,0.4937093408123854,0.24130337108662367,0.08580566593809881,0.48023634236197904,0.43645697053345833,0.10740203374452949,0.5460106254297412,0.3376927791304865,0.3376927791304865,0.16139436355811196,0.16139436355811196,0.4371936254493831
1.6,0.5395779893526673,0.34716056423183345,0.38406724710698037,0.1849403621654816,0.22006367639073252,0.5332188964020552,0.08900088434354042,0.5146503367364511,0.10441494261581905,0.48375787959503624,0.5992472802124241,0.3975414374993084,0.443033069655972,0.20807201968617525,0.4807256386126293,0.2602115253021692,0.09569777000199882,0.49148019395271686,0.44655410935869316,0.11937763562686173,0.5561793733458789,0.354561243499219,0.354561243499219,0.17475763920021903,0.17475763920021903,0.42937388176853364
1.6500000000000001,0.5509540750059441,0.3642333855926507,0.40250027009530304,0.1997544057908268,0.23710421080856475,0.5221424676528243,0.0990159944853118,0.5263832884683719,0.11579227863242438,0.49475920040284477,0.6091627226246779,0.41554364028107393,0.4626733954613387,0.2240973968602734,0.465654933298217,0.27948586686055665,0.10624830888602022,0.5009812426215936,0.4549305004286829,0.13203019711259847,0.5657072518649497,0.371341508011263,0.371341508011263,0.18856408048443576,0.18856408048443576,0.4200572520741225
1.7000000000000002,0.5616454059581246,0.3811937921916405,0.42066972161523136,0.21502946223008254,0.25452325450951974,0.5090182862906835,0.10968904441684575,0.5363405275326674,0.12781604821534773,0.5039795269537857,0.618152418446553,0.4332411104821653,0.481806815373094,0.24053228508662094,0.44855655030310654,0.2990441085395055,0.11745667799919708,0.5086447254366225,0.4614862105233787,0.14533227008381738,0.5745850901313145,0.3879866903396082,0.3879866903396082,0.20278275219054934,0.20278275219054934,0.4092793889812985
1.75,0.5716295446803461,0.397992092364148,0.4385069353931647,0.2307312619486181,0.27225857890019656,0.49389224792897196,0.12102114293634633,0.5444279749379983,0.140466589362244,0.5113195325621489,0.626197952988447,0.4505742907306838,0.500349440020496,0.2573312437729872,0.42950130926979985,0.31880078944885676,0.129318679719222,0.5143876530662598,0.46613454951112576,0.15925042423849695,0.5828047373987133,0.4044503528106999,0.4044503528106999,0.21738022981926655,0.21738022981926655,0.39708115872765937
1.8,0.5808874426728815,0.414579957987445,0.45594582941143247,0.2468233679955378,0.2902456378450755,0.4768209808500891,0.1330101982797078,0.5505632327116962,0.15371956130191292,0.5166931471271177,0.6332853153344992,0.4674859180229761,0.5182214918569888,0.27444657094754427,0.40857100212700986,0.33866820486210747,0.14182646643541727,0.5181394444203499,0.4688030111053281,0.1737455745004697,0.5903590671800764,0.420686647775362,0.420686647775362,0.23232075343895137,0.23232075343895137,0.3835084033959017
1.85,0.5894035723507041,0.43091069856289377,0.4729234795509235,0.26326740472259064,0.3084182447625396,0.4578713413257016,0.14565086929720808,0.5546761083037167,0.16754620951672755,0.5200283228087376,0.6394050259289185,0.4839213636659559,0.5353480442840748,0.29182860643510705,0.3858577361612618,0.3585573590965467,0.15496850593271733,0.519842423281241,0.46943400973441046,0.1887733954344637,0.597241975700704,0.43665045521938095,0.43665045521938095,0.2475663900982933,0.2475663900982933,0.3686116798640116
1.9000000000000001,0.5971659917234817,0.446939495630313,0.4893806251194235,0.2800232814813564,0.3267092477650035,0.4371197887125951,0.15893452961819313,0.5567089894600167,0.18191368485515377,0.5212675878541432,0.644552194258801,0.4998289343850019,0.5516596790370903,0.30942603777253735,0.3614631567525068,0.37837892046692695,0.16872956811864648,0.5194521725113941,0.46798540104248176,0.2042848116088123,0.6034483760993925,0.4522975123981009,0.4522975123981009,0.2630772032693136,0.2630772032693136,0.3524459799958726
1.9500000000000002,0.6041663429079517,0.4626235935192282,0.5052620962869523,0.2970494062822692,0.34505118693242676,0.4146516591382625,0.17284924207285446,0.5566170712362556,0.19678540607393005,0.5203683849802946,0.648726507799687,0.5151601304830468,0.5670930495848107,0.3271862044775068,0.33549756716085466,0.3980441579604131,0.18309073188043987,0.5169377447774267,0.4644307800289472,0.22022655103168687,0.6089741900744865,0.46758453577823267,0.46758453577823267,0.27881142806898096,0.27881142806898096,0.3350704365388187
2.0,0.6103997874728704,0.4779224439421161,0.5205171564459409,0.3143028849844732,0.3633769191677672,0.39056035863283345,0.18737974059099735,0.5543684408263887,0.21212145436965804,0.51730319750288,0.6519321551850248,0.5298698581550924,0.5815913415708877,0.3450553965492216,0.30807896470497437,0.41746584064667386,0.19802941067670998,0.5122817319200149,0.4587595572308081,0.2365417475478948,0.6138163387942024,0.4824693360087082,0.4824693360087082,0.29472565133102935,0.29472565133102935,0.31654801890524653
2.0500000000000003,0.6158648833169293,0.4927978034236554,0.5350997555894881,0.3317397022946021,0.381620197947584,0.3649464976390336,0.20250741686565865,0.549944029369949,0.22787898820148927,0.5120594725963404,0.6541776881076008,0.5439165942723212,0.5951046247162974,0.3629791434190819,0.2793320138410817,0.4365590828250605,0.21351939531627412,0.5054801980145367,0.45097681935891704,0.2531705774396488,0.6179727348779078,0.4969109269888429,0.4969109269888429,0.31077499593135655,0.31077499593135655,0.2969452225232239
2.1,0.6205634091636949,0.5072137839725903,0.5489686937940693,0.34931488164648883,0.39971619751333276,0.33791698897588657,0.2182103092451662,0.5433374427624957,0.2440126669391005,0.504639356417099,0.6554758277195816,0.5572625031067477,0.6075900939389497,0.3809024899667155,0.24938697705890525,0.4552421203739646,0.22953091225637035,0.496542483727012,0.4411029861771418,0.27005091540611575,0.6214422771137479,0.5108696303337702,0.5108696303337702,0.3269133090805848,0.3269133090805848,0.27633175480043093
2.15,0.624500143796635,0.5211368586882921,0.562087696666045,0.36698262187599545,0.41760197350326783,0.3095841306316728,0.23446309158926398,0.5345546856611885,0.26047507253472657,0.49505926014071516,0.6558432222501037,0.5698735055376246,0.6190122005826111,0.39877025665869476,0.21837862421878945,0.4734370065468088,0.24603069566621175,0.48549089172030613,0.42917327998090443,0.2871189955511165,0.6242248493242196,0.524307176642315,0.524307176642315,0.3430933545596114,0.3430933545596114,0.2547802200188503
2.2,0.6276826078481703,0.5345358251172517,0.574425407056846,0.3846964094637804,0.4352168545596902,0.28006469334092354,0.25123706018134095,0.5236137943336084,0.27721711943669824,0.48334927915612375,0.6553001632070651,0.5817193022424745,0.6293426774652721,0.4165272813433415,0.1864451400501526,0.49107021839669046,0.2629820714548495,0.4723602645791939,0.41523702767425713,0.30431006391009524,0.6263213244485528,0.5371868049501876,0.5371868049501876,0.35926700906761055,0.35926700906761055,0.2323658047278644
2.25,0.6301207763171005,0.5473817301159812,0.5859552993965577,0.4024091059684288,0.4525027619339866,0.2494790309048903,0.26850011721861033,0.5105443947644022,0.29418844424577356,0.4695524897066031,0.6538702678905467,0.5927733532166003,0.6385604638732737,0.4341186407385627,0.15372704812023408,0.508073167960976,0.280345051462037,0.4571974679939832,0.39935681811155843,0.3215590103049323,0.6277335745072078,0.5494733616104615,0.5494733616104615,0.3753854629633188,0.3753854629633188,0.209165964489913
2.3000000000000003,0.6318267700529658,0.5596477607309401,0.5966555246009686,0.42007301109459255,0.46940445644620693,0.21795022879921216,0.28621674989619195,0.49538720256388546,0.3113377680729735,0.4537241482153126,0.6515801360484167,0.6030128166816134,0.6466515385918191,0.45148985017644583,0.12036616777461435,0.5243826151715116,0.2980764360661529,0.44006079278235494,0.3816075390671896,0.33880096882995475,0.6284644866793885,0.5611333996007315,0.5611333996007315,0.3913994257034586,0.3913994257034586,0.18526011220575442
2.35,0.6328145342595726,0.5713091061802327,0.6065086946658959,0.43763990262441954,0.48586971425632475,0.18560330392680083,0.30434800465289613,0.4781934807896953,0.32861322610162125,0.43593081848386417,0.6484589883868124,0.6124184510386546,0.6536086705562654,0.4685870407159219,0.08650461845739676,0.5399409820740242,0.3161299235838339,0.42101928976147657,0.3620753189781611,0.3559718779472125,0.6285179852884015,0.5721352789349582,0.5721352789349582,0.40725933621801896,0.40725933621801896,0.1607293077437225
2.4000000000000004,0.6330995116851654,0.5823427964324346,0.6155016167946887,0.4550610551808854,0.5018494347175309,0.15256446555526565,0.32285145675221444,0.4590244708831376,0.3459626604101208,0.41624945104293637,0.6445382943497414,0.6209744840027024,0.6594310977404325,0.4853571133014292,0.05228388354195657,0.5546965702678812,0.3344562250309494,0.4001520515388865,0.3408563985593452,0.37300899291372747,0.6278990590783523,0.5824492684841179,0.5824492684841179,0.42291557831853804,0.42291557831853804,0.1356559482435833
2.45,0.6326983176374329,0.592727523148047,0.623624987251222,0.47228724048936194,0.5172976850810961,0.1189604446434738,0.34168117603017745,0.4379508106257439,0.3633338736131513,0.39476643732253286,0.6398513961438475,0.628668453430541,0.6641241454987381,0.5017478702293039,0.01784394343412873,0.5686036854685276,0.35300318309167433,0.37754745500709574,0.31805595663270914,0.3898513450003409,0.6266137928010623,0.5920476491108339,0.5920476491108339,0.438318701025465,0.438318701025465,0.11012345827126778
2.5,0.6316284233392719,0.6024434489050456,0.6308730551466968,0.48926871246338066,0.532171688003998,0.08491789600428354,0.3607876903527577,0.41505195142468154,0.380674842281012,0.3715766591599622,0.6344331354453828,0.6354910246375292,0.6676987957949047,0.5177081247818403,-0.016677514673893033,0.5816226747291044,0.3717158945070437,0.3533023777409061,0.29378691316610867,0.4064401436285366,0.6246694018309358,0.6009048176256097,0.6009048176256097,0.4534196434408029,0.4534196434408029,0.0842159789636826
2.5500000000000003,0.6299078534721424,0.6114720106985397,0.6372432661172116,0.5059551810685599,0.5464317586902784,0.050562875138594116,0.38011794909054564,0.3904155854151622,0.39793389036976445,0.3467825516333155,0.6283194886218758,0.6414357891983872,0.6701712186383602,0.5331877904974872,-0.05114580535607556,0.593719883136719,0.39053683554875146,0.32752140064546137,0.26816873071228453,0.4227191191024271,0.6220742682988355,0.6089973906999203,0.6089973906999203,0.46816996350137546,0.46816996350137546,0.058018055409899745
2.6,0.6275549030762552,0.619795723710149,0.6427358953950164,0.5222957795215682,0.5600411991044862,0.016020389154720486,0.3996152897380836,0.36413709088888113,0.4150598240236555,0.32049319443875857,0.6215472156611582,0.6464990503548121,0.6715622766719079,0.5481379521585336,-0.08542986900746453,0.6048675377418457,0.40940599078647855,0.3003160081227595,0.241326233297517,0.4386348050184253,0.6188379770892192,0.616304307544025,0.616304307544025,0.4825220696456142,0.4825220696456142,0.031614321744770184
2.6500000000000004,0.6245878783198348,0.6273979913053106,0.6473536791809402,0.5382390299632415,0.5729661570687131,-0.018585981018375705,0.4192194116778021,0.3363190024715123,0.4320020300938448,0.2928234441414576,0.6141535273501335,0.6506796002164018,0.6718970132727341,0.5625109211869352,-0.11940281070453308,0.615043567118584,0.4282609859817963,0.2718037957484639,0.2133884594433659,0.4541367606803803,0.6149713499781639,0.6228069298901222,0.6228069298901222,0.4964294541313923,0.4964294541313923,0.005089183756153747
2.7,0.6210248650326435,0.634262927150255,0.6511014525426959,0.5537328133070764,0.5851754582354052,-0.05313439189618168,0.43886636200815116,0.30707051031856664,0.44871054156125284,0.2638931167185011,0.6061757746039308,0.6539784939475644,0.6712041338015313,0.5762602787344023,-0.15294235512520443,0.6242313653290598,0.44703722663805096,0.24210769401083612,0.1844875635103434,0.4691777349310883,0.6104864761993489,0.6284891376244884,0.6284891376244884,0.5098469264709393,0.5098469264709393,-0.02147350080281347
