# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=20, N=28, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Vll(MeV),Vlp(MeV),Vln(MeV),VNp(MeV),VNn(MeV),Vcoul(MeV)
0.0,-31.915200583887138,0.0,0.0,-47.96607029205066,-43.25745157356578,10.42957592177615
0.05,-31.895390175731436,0.0,0.0,-47.92620718427138,-43.214214738642916,10.428962386837611
0.1,-31.90050510464839,0.0,0.0,-48.00567567164912,-43.28581860164925,10.427122416470102
0.15000000000000002,-31.892902265640682,0.0,0.0,-48.118359007793835,-43.384049264426125,10.42405749105255
0.2,-31.884265722163583,0.0,0.0,-48.276864664656266,-43.52252711890323,10.419770131372225
0.25,-31.873362158272073,0.0,0.0,-48.47887404946969,-43.69894906909054,10.414263834246867
0.30000000000000004,-31.860500125085654,0.0,0.0,-48.723224241395215,-43.91227784074365,10.40754304057041
0.35000000000000003,-31.845949787107024,0.0,0.0,-49.008403877030894,-44.16114823376164,10.399613094345844
0.4,-31.830016363163736,0.0,0.0,-49.33264639417188,-44.44396134921274,10.390480192919226
0.45,-31.813034459386863,0.0,0.0,-49.69393302148185,-44.758886115818186,10.380151328637545
0.5,-31.795360226656914,0.0,0.0,-50.089998004476115,-45.10386323106744,10.36863422220466
0.55,-31.7773618228942,0.0,0.0,-50.51833246512235,-45.476608192734986,10.355937248080018
0.6000000000000001,-31.759408621111625,0.0,0.0,-50.97618735703706,-45.87461396923222,10.34206935234786
0.65,-31.74185944275417,0.0,0.0,-51.460575869625806,-46.29515370480557,10.327039963580567
0.7000000000000001,-31.725050194998477,0.0,0.0,-51.96827593055551,-46.735284084252484,10.310858897329215
0.75,-31.7092813963297,0.0,0.0,-52.49583373333748,-47.19185018552664,10.293536254996779
0.8,-31.694806164464477,0.0,0.0,-53.03956945281082,-47.66149280899685,10.275082317983758
0.8500000000000001,-31.68181930027894,0.0,0.0,-53.59558647659746,-48.14065936501549,10.25550743813971
0.9,-31.670448119136875,0.0,0.0,-54.1597855470465,-48.62561940650511,10.23482192570455
0.9500000000000001,-31.66074564906166,0.0,0.0,-54.72788515735949,-49.112485798252706,10.213035936075041
1.0,-31.652686728051314,0.0,0.0,-55.29544936279111,-49.597242312149675,10.190159356880097
1.05,-31.646167390253893,0.0,0.0,-55.85792385138285,-50.07577813024496,10.166201696985603
1.1,-31.64100773795893,0.0,0.0,-56.41068067832547,-50.543929338911255,10.141171979169082
1.1500000000000001,-31.63695826375853,0.0,0.0,-56.9490715253815,-50.99752702879546,10.115078638297925
1.2000000000000002,-31.633709332476727,0.0,0.0,-57.46848874041853,-51.432451112615986,10.087929426905204
1.25,-31.630903276348107,0.0,0.0,-57.96443278760414,-51.84468847538833,10.059731330076309
1.3,-31.628148325439746,0.0,0.0,-58.432584154985946,-52.23039362959802,10.030490491532333
1.35,-31.625033412774524,0.0,0.0,-58.868877278563865,-52.585949705215924,10.000212152717246
1.4000000000000001,-31.621142783635975,0.0,0.0,-59.2695737060249,-52.90802740579065,9.96890060656372
1.4500000000000002,-31.616069317222106,0.0,0.0,-59.6313315786111,-53.19363953528916,9.936559167426653
1.5,-31.609425543859714,0.0,0.0,-59.951268577957975,-53.44018885843488,9.903190158437575
1.55,-31.600851509317387,0.0,0.0,-60.22701576454614,-53.64550739219326,9.86879491725258
1.6,-31.590018884958226,0.0,0.0,-60.45676019969683,-53.80788570788169,9.833373820850017
