# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=20, N=20, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Rp1,Rp2,Rp3,Rp4,Rp5,Rp6,Rp7,Rn1,Rn2,Rn3,Rn4,Rn5,Rn6,Rn7,Rn8,Rn9,Rn10,Rl1,Rl2,Rl3,Rl4,Rl5,Rl6
1.2000000000000002,0.46569316053670456,0.23767839977112018,0.25606177715742434,0.09790576251004278,0.5348129166869233,0.11015279594096775,0.03578766891773594,0.4754898754382472,0.2452847655334433,0.2633807367597477,0.10200509133398294,0.543023884155376,0.1150285060778827,0.03780048084386158,0.37322085127272675,0.32967635936981954,0.03907653672521196,0.4864378546235293,0.23852627258779915,0.23852627258779915,0.08642973928782782,0.08642973928782782,0.4033773809239799
1.25,0.48176628896938944,0.25522631298212695,0.2751624000503426,0.1093334738764208,0.5383797902983882,0.1230387070920238,0.041585650709009866,0.4916260275532856,0.2632348197989281,0.28290149563187383,0.11384151880401255,0.5458269011438814,0.12842544615775886,0.04389718047329257,0.39361404646089754,0.3484349045133988,0.04539144931491122,0.500951496226991,0.25568562260145167,0.25568562260145167,0.09646880871408163,0.09646880871408163,0.4054394997239966
1.3,0.49726403216551396,0.2730139106186936,0.2945052396071857,0.12143244470104017,0.5398008366392377,0.13665623063639054,0.047984347863507706,0.5071458518100289,0.28140498370394434,0.30264691372586533,0.12636002939986896,0.5463876868924307,0.14256995992583135,0.05061930352014084,0.41311229740652194,0.3664502185909854,0.052342940424563944,0.5148117246877219,0.2730513788460516,0.2730513788460516,0.10709602998218296,0.10709602998218296,0.4060078262159729
1.35,0.5121457620195302,0.29098274197166346,0.3140146502585861,0.1341861918032107,0.5390458959015598,0.15097522525695883,0.055006060968769296,0.522008003356601,0.29973375561774773,0.3225375387433948,0.13954170850533673,0.544680058027347,0.15742848867794368,0.05798892906809517,0.4315584192172951,0.38356847458434373,0.05994719342315737,0.5280021128022884,0.2905712550739359,0.2905712550739359,0.11829800223940806,0.11829800223940806,0.40508107411389066
1.4000000000000001,0.5263724949182838,0.30907344753836813,0.3336128837502308,0.14757426015754824,0.5360960324893214,0.16595931132980696,0.06267043135063768,0.5361730063241453,0.31815885658687393,0.3424918811180462,0.15336352337725231,0.5406898448267259,0.17296092538262822,0.06602523928628648,0.44880068806045853,0.3996393473684282,0.06821582747185792,0.5405073459953602,0.3081923879852474,0.3081923879852474,0.1300579051640899,0.1300579051640899,0.40266374570474484
1.4500000000000002,0.5399073927183883,0.32722618234045436,0.3532207767377188,0.16157237834922997,0.530944049151694,0.18156614551884306,0.07099422774168253,0.5496037672844768,0.33661767608096793,0.3624271475610495,0.16779849922025253,0.5344153777809966,0.18912092806001796,0.0747443012948511,0.46469419927608874,0.4145176379968524,0.07715560837781757,0.5523132718558873,0.325861528787237,0.325861528787237,0.14235556302238755,0.14235556302238755,0.39876611745797536
1.5,0.5527162323533159,0.345381050116359,0.3727584867622913,0.17615264752140883,0.5235948484628121,0.1977477933444996,0.07999115797086566,0.5622660545759812,0.3550477270861953,0.3822600234870667,0.18281592926455478,0.5258678119541028,0.20585633744188894,0.0841588758770392,0.47910216239712716,0.42806487783515584,0.08676823434589578,0.5634069463284925,0.3435252397075686,0.3435252397075686,0.155167530815235,0.155167530815235,0.393404190709222
1.55,0.5647678314931668,0.36347853786917156,0.3921462586416595,0.1912837590255483,0.5140656296216424,0.21445119337914315,0.08967170597236365,0.5741289307481822,0.3733870998346929,0.4019074853374179,0.19838161386538272,0.5150712775231889,0.2231096918188864,0.09427825328164033,0.49189710810051723,0.44015087474914616,0.0970502027603816,0.5737766751809777,0.3611300932455248,0.3611300932455248,0.16846720165992182,0.16846720165992182,0.38659960669817756
1.6,0.5760344189525575,0.3814599400519089,0.41130520180252855,0.20693123506514255,0.5023859137981905,0.23161870334887308,0.10004299361168631,0.5851651267198489,0.39157490330970085,0.4212876222900889,0.2144581227643467,0.5020628503216197,0.2408188284032993,0.10510811557910354,0.5029619843206947,0.4506551643767594,0.10799276156409401,0.5834120496359242,0.3786228718665678,0.3786228718665678,0.18222493417102517,0.18222493417102517,0.3783795261084958
1.6500000000000001,0.5864919403322703,0.39926776194194197,0.4301580584326253,0.22305768593998063,0.488597396871143,0.2491887154189293,0.11110866606966764,0.5953513481042931,0.40955168398199226,0.44032044621152916,0.23100507401102188,0.48689234200038994,0.25891755735731836,0.11665042430293207,0.5121911219138858,0.45946833198472026,0.1195819460167339,0.592303975416137,0.3959507659047367,0.3959507659047367,0.19640819829307166,0.19640819829307166,0.3687764741496407
1.7000000000000002,0.5961202915920881,0.4168460924823765,0.4486299425875536,0.2396230770905871,0.47275363407728554,0.26709632548643536,0.12286879885077517,0.6046685064301465,0.42725981199908375,0.4589286690118471,0.24797942267197526,0.46962191524278146,0.2773363920449674,0.128903331462455,0.5194910542066336,0.4664931744210342,0.13179869876269132,0.6004446948770871,0.41306156762909935,0.41306156762909935,0.210981737812682,0.210981737812682,0.3578281530694763
1.75,0.6049034757591204,0.43414093800680614,0.46664903153434867,0.25658499903067383,0.454919566509675,0.28527403953947295,0.13531982392705272,0.6131018705483975,0.4446438262188154,0.4770384277934249,0.2653357523711647,0.4503255349997747,0.2960033172076665,0.1418611114856854,0.5247811792796723,0.47164567699842475,0.1446190683808659,0.6078278023451247,0.42990385973704376,0.42990385973704376,0.22590774765301913,0.22590774765301913,0.34557722472930824
1.8,0.6128296806329829,0.45110050974411886,0.4841471925693819,0.2738989334394521,0.4351709042671258,0.30365249915498876,0.14845447212023682,0.6206411362211661,0.46165073098156045,0.494579940250062,0.2830265629075771,0.42908827166659735,0.3148445757327097,0.15551411126527614,0.5279942586799642,0.47485578647162263,0.15801447907749686,0.614448253206664,0.4464271969296247,0.4464271969296247,0.2411460640304411,0.2411460640304411,0.3320710664576734
1.85,0.6198912780066214,0.4676754597312845,0.5010605311799088,0.291518509146816,0.4135933851265401,0.322161208032758,0.1622617285797909,0.627280414584807,0.4782302392602306,0.5114880755415114,0.30100254766321694,0.40600547624936734,0.33378545451563146,0.1698487152509138,0.5290767511588154,0.4760679682325867,0.17195206204893798,0.6203023676621473,0.46258227966579457,0.46258227966579457,0.2566543656249557,0.2566543656249557,0.3173615037892191
1.9000000000000001,0.6260847474381489,0.48381906164296856,0.51732984955303,0.30939574244840284,0.3902819307015345,0.34072924207494093,0.1767267981413352,0.6330181427286639,0.49433495871426825,0.5277028291579537,0.3192128552126758,0.38118185069635885,0.35275105058686573,0.18484732246283603,0.5279889847516912,0.4752415430453826,0.18639503738557853,0.6253878303376109,0.47832111964302126,0.47832111964302126,0.2723883840663885,0.2723883840663885,0.3015045238737571
1.9500000000000002,0.6314105298635693,0.49948733497497483,0.5329010078776644,0.32748125708889086,0.36533972406072734,0.35928592684604815,0.19183107744648767,0.637856921910662,0.5099205191024064,0.5431696938986283,0.3376053304300852,0.35473043858804576,0.371667000101963,0.2004883323902371,0.5247051748238004,0.4723508056868403,0.20130313427460517,0.6297036871143,0.4935971969723657,0.4935971969723657,0.2883021222446404,0.2883021222446404,0.2845599733114353
2.0,0.6358728182398973,0.5146391128989976,0.5477251844342294,0.34572448029909086,0.33887723367920514,0.37776146817088413,0.20755213096213973,0.6418032908498943,0.5249456413864222,0.5578399228115771,0.3561267314108011,0.3267715622679744,0.39046015486143737,0.21674613697532488,0.5192132994260574,0.4673849343978633,0.21663303671277362,0.6332503405828696,0.5083656093724704,0.5083656093724704,0.3043480791888289,0.3043480791888289,0.26659124395485956
2.0500000000000003,0.6394792938929391,0.5292360558583866,0.5617590339347985,0.36407381241292996,0.3110112084305311,0.3960875240050073,0.22386366843994052,0.6448674430351019,0.5393721506060706,0.5716706835820957,0.37472291963390836,0.29743173229788467,0.4090591935799347,0.23359111625459192,0.5115148463116208,0.4603477057920422,0.2323388419480038,0.636029545454921,0.5225832139731277,0.5225832139731277,0.32047748049952574,0.32047748049952574,0.2476649498546032
2.1,0.6422408182873164,0.5432426145367505,0.5749647468004879,0.38247676877509074,0.28186366719677763,0.41419770838645426,0.24073552188743416,0.6470628980404939,0.5531649361640705,0.5846251072465096,0.3933390219415122,0.2668425539394389,0.4273951579988935,0.2509896357172599,0.5016244481807693,0.45125703459801375,0.24837251938504915,0.6380444050831381,0.536208762479281,0.536208762479281,0.33664051353579283,0.33664051353579283,0.2278505980572607
2.15,0.6441710905423101,0.5566259471618846,0.5873100149138244,0.4008800938361099,0.25156090472639353,0.43202802109186755,0.2581336207621018,0.6484061374511205,0.5662918644896746,0.5966722371106283,0.4119195640622521,0.2351396533486389,0.44540190696553844,0.2689040440304485,0.4895694241292302,0.4401443611974155,0.2646843586449719,0.6392993699726471,0.5492030304951789,0.5492030304951789,0.35278656673363185,0.35278656673363185,0.20722025544553907
2.2,0.6452862812152853,0.569355797185349,0.5987679117719401,0.4192298484846072,0.2202325327763435,0.4495171994290006,0.2760199648302993,0.6489162161988408,0.5787236501297662,0.607786886274054,0.430408576528028,0.2024616434909099,0.46301648462877426,0.2872926704561846,0.4753892458939994,0.42705391230981915,0.28122339677305513,0.639800238836278,0.5615289417506422,0.5615289417506422,0.36886447254996285,0.36886447254996285,0.18584821328717097
2.25,0.6456046527131485,0.5814043381992013,0.6093166968409374,0.43747147276012194,0.18801057251785827,0.4666069912752341,0.2943525949381055,0.6486143599452908,0.5904336921443708,0.6179494141482588,0.44874967490132633,0.1689491466282105,0.4801794017949964,0.3061098220335116,0.4591349473773678,0.4120418613906305,0.29793781614922477,0.6395541623834461,0.5731516878200684,0.5731516878200684,0.3848227535780647,0.3848227535780647,0.1638106506773108
2.3000000000000003,0.6451461762316227,0.5927459935261981,0.6189395552584147,0.45554982710701075,0.1550286108421801,0.48324235091827494,0.31308556280556105,0.6475235586805479,0.6013978832693737,0.6271454337916137,0.46688611723008616,0.13474388677384902,0.49683483213652024,0.32530578140816896,0.4408684951646971,0.39517541542818185,0.3147753063728794,0.6385696496641944,0.5840388436991437,0.5840388436991437,0.40060987136479687,0.40060987136479687,0.14118529765231538
2.35,0.6439321544274228,0.6033572382684569,0.6276242848666037,0.47340921625886967,0.121421029736933,0.4993715613987618,0.33216890186635256,0.6456681660010616,0.6115943996731205,0.6353654627842463,0.48476084256810426,0.09998786192086791,0.5129307272744106,0.3448268070524064,0.4206621364291625,0.3765318539770041,0.3316833851804057,0.6368565764416855,0.5941604793272371,0.5941604793272371,0.41617447738110414,0.41617447738110414,0.1180510984454535
2.4000000000000004,0.641984858164716,0.6132163917484311,0.6353629429238183,0.49099340067774483,0.0873223144563947,0.5149462888512627,0.35154860211908157,0.6430735126534114,0.6210034793012896,0.6426045307712105,0.502316495236213,0.06482260226923871,0.5284188567178276,0.3646151385187076,0.39859773883777005,0.3561975445990674,0.3486096752301326,0.6344261947589551,0.6034892668396175,0.6034892668396175,0.4314656654643758,0.4314656654643758,0.0944878751599742
2.45,0.6393271847050467,0.6223034082538079,0.642151464794971,0.5082456012096711,0.05286644289553788,0.5299215757720286,0.3711665929209487,0.6397655419426411,0.629607196804075,0.6488617567736037,0.519495440249848,0.02938851722360668,0.543254780212913,0.3846090103029725,0.3747661349371613,0.3342669565710762,0.3655021352921833,0.6312911426147823,0.6120005830268329,0.6120005830268329,0.44643322487700077,0.44643322487700077,0.07057599205428298
2.5,0.6359823436821825,0.6305996738329018,0.6479892665310839,0.5251085032555393,0.0181863554873278,0.5442557812129946,0.39096073862558955,0.6357704735590621,0.6373892428989417,0.6541399089746787,0.5362397759997634,-0.0061756693014713765,0.5573977612388322,0.4047426788424905,0.34926648109930636,0.31084169192246547,0.38230924596197924,0.627465452479485,0.6196726061906934,0.6196726061906934,0.4610278929250822,0.4610278929250822,0.04639602066067655
2.5500000000000003,0.6319735761639993,0.6380878166048708,0.6528788425853552,0.5415242672911011,-0.016586497860691628,0.5579104766337665,0.4108648529268089,0.6311145013201979,0.6443347157659928,0.6584449590070719,0.5524913508411223,-0.04173339868149046,0.5708106312090971,0.4249464681259393,0.32220563853207024,0.28602954975556727,0.3989801514447965,0.6229645572696697,0.6264864063359935,0.6264864063359935,0.4752016058711293,0.4752016058711293,0.022028406078705647
2.6,0.6273239110865271,0.6447515376709224,0.6568253690508065,0.557434552997166,-0.05132253974940426,0.5708503065715395,0.43080873869806224,0.6258235292896684,0.6504299317219645,0.6617856418725924,0.56819179071621,-0.07715067852021393,0.5834596144289469,0.44514684032629576,0.2936975811842298,0.2599436365105362,0.4154647602188625,0.6178052923623609,0.6324260274394241,0.6324260274394241,0.4889077466711276,0.4889077466711276,-0.002446865023086601
2.6500000000000004,0.6220559623747682,0.6505754692547034,0.6598363218081662,0.5727805645727533,-0.0858943842728599,0.5830428234562731,0.45071826098774315,0.6199229497471159,0.6556622619885624,0.6641730315871611,0.5832825452984256,-0.1122964130247212,0.5953141240697096,0.46526649875694565,0.2638628326657758,0.23270153149646514,0.43171380847360713,0.6120058922608237,0.6374785604031273,0.6374785604031273,0.5021013878855359,0.5021013878855359,-0.02695059392084486
2.7,0.6161917691555987,0.6555450661723172,0.6619211179007092,0.5875031249880251,-0.12017710284956623,0.5944583058520595,0.47051546161065666,0.6134374655578906,0.6600200018706245,0.6656201415216352,0.5977049603864082,-0.14704267301525462,0.6063465393981251,0.48522453126375975,0.23282793162087922,0.20442451371745385,0.4476788911462452,0.60558598062121,0.6416342052372774,0.6416342052372774,0.5147395279699274,0.5147395279699274,-0.05140469582097669
2.75,0.6097526806260811,0.6596465361388222,0.6630907873534356,0.6015427869733833,-0.15404844814809798,0.60506956919243,0.49011872442765353,0.6063909586344884,0.6634922780926348,0.666141557254952,0.6114003843784811,-0.18126491729951502,0.6165319742919972,0.5049366028612721,0.20072492238485892,0.17523685285626367,0.4633124661601799,0.5985665525033669,0.6448863210274675,0.6448863210274675,0.5267813190567796,0.5267813190567796,-0.07573252100697456
2.8000000000000003,0.6027592863642793,0.6628668137562256,0.6633576815639944,0.6148399884140151,-0.1873890484042162,0.6148517777407516,0.5094430008818978,0.5988064053919407,0.6660689994049852,0.6657531086077768,0.62431031659479,-0.21484217830869043,0.6258480467286309,0.5243152069508494,0.16769086527599464,0.14526516429573122,0.47856783812358716,0.5909699479116415,0.6472314623286789,0.6472314623286789,0.5381882843056239,0.5381882843056239,-0.09985916959383609
2.85,0.5952313921509074,0.6651935822893362,0.6627352233367346,0.627335259497732,-0.22008258513010986,0.6237822660835971,0.5284001056073538,0.5907058393678523,0.6677408548543906,0.6644715864082215,0.6363766049572669,-0.24765722570073803,0.6342746584875135,0.5432699847656811,0.13386735856506746,0.11463782529866802,0.49339912829792704,0.5828198159322608,0.6486694007850927,0.6486694007850927,0.5489245229319856,0.5489245229319856,-0.12371179813934852
2.9000000000000004,0.5871880406950983,0.6666153465062922,0.6612377026216673,0.63896948841507,-0.2520159675788581,0.6318403779827219,0.5468990918806435,0.5821103604900784,0.6684993633003476,0.6623145084689369,0.64754170004989,-0.2795967220870351,0.6417937937919687,0.5617081227056606,0.09940006207910942,0.08348444695639488,0.5077612381135845,0.5741410690419648,0.6492031309978775,0.6492031309978775,0.5589569011307918,0.5589569011307918,-0.14721991622911781
2.95,0.5786475760080526,0.6671215589209815,0.6588801210573879,0.6496842515964617,-0.28307951734819536,0.6390073298865372,0.5648467162821177,0.5730401898120413,0.6683369768307084,0.659299938227007,0.6577489718223267,-0.3105513851270753,0.6483893450424182,0.5795348368809162,0.0644382105852344,0.051935394271685184,0.5216098139071472,0.5649598274465771,0.6488388599421688,0.6488388599421688,0.5682552272881821,0.5682552272881821,-0.1703156710995532
3.0,0.5696277495232164,0.6667028007023741,0.6556780874905196,0.6594222133504917,-0.3131671761784762,0.6452661058387089,0.5821480010909171,0.5635147678753183,0.6672472396598133,0.6554463585030591,0.666943094124025,-0.34041616994935997,0.6540469731694878,0.596653953395801,0.029134103628093454,0.020121344778069615,0.5349012208866399,0.5553033535959955,0.6475859795576352,0.6475859795576352,0.5767924101238533,0.5767924101238533,-0.192934118400532
3.0500000000000003,0.5601458653983854,0.6653510172864217,0.6516477657333871,0.6681275982973064,-0.3421767493020184,0.6506013899101293,0.5987069015843457,0.5535528941778372,0.6652250028558474,0.6507726018520653,0.6750705008167746,-0.3690904851718942,0.6587540094473647,0.6129685915922899,-0.00635744256639162,-0.011827125568889008,0.5475925345899697,0.5451999773010188,0.6454570224891091,0.6454570224891091,0.5845445987165923,0.5845445987165923,-0.21501347733231643
3.1,0.550218961731623,0.6630598073159831,0.6468058748976486,0.6757467381316671,-0.3700101956063396,0.6549995415978116,0.6144270834680411,0.5431729045009609,0.6622666938147431,0.6452978379754123,0.6820799153676355,-0.39647845467942094,0.6624994048314304,0.6283819555512069,-0.04187969607251067,-0.04377994183673035,0.5596415582658193,0.534679012134274,0.6424676013165107,0.6424676013165107,0.5914913037257792,0.5914913037257792,-0.23649536861846254
