# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=40, N=50, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Vll(MeV),Vlp(MeV),Vln(MeV),VNp(MeV),VNn(MeV),Vcoul(MeV)
6.75,-0.9783451767079799,0.0,0.0,-3.017464687361576,-2.387126662865431,8.529656503757977
6.800000000000001,-0.8727850986357308,0.0,0.0,-2.6966143073006856,-2.1264391537205096,8.467308039898496
6.8500000000000005,-0.7784600671356131,0.0,0.0,-2.4092635153735937,-1.893730477843684,8.405831704078697
6.9,-0.694236322293343,0.0,0.0,-2.1521292057009243,-1.6861789312348874,8.345212534729205
6.95,-0.619078051410358,0.0,0.0,-1.92219480138129,-1.5011998363265215,8.285435576825952
7.0,-0.5520429422163673,0.0,0.0,-1.7167020850973607,-1.3364373552203574,8.22648592628049
7.050000000000001,-0.4922768775080722,0.0,0.0,-1.5331395692954748,-1.1897533442977852,8.168348767943385
7.1000000000000005,-0.43900811992234107,0.0,0.0,-1.3692285894536673,-1.0592143079278251,8.111009407933665
7.15,-0.39154125789152033,0.0,0.0,-1.2229080529703034,-0.943077279420481,8.054453300945834
7.2,-0.34925111806220926,0.0,0.0,-1.0923185622486857,-0.8397752624996867,7.998666073125809
7.25,-0.3115767950362698,0.0,0.0,-0.9757864522422076,-0.7479027049099719,7.9436335410497545
7.300000000000001,-0.2780159051963732,0.0,0.0,-0.8718081370937885,-0.6662013444063412,7.889341727285569
7.3500000000000005,-0.24811913614397557,0.0,0.0,-0.7790350431797596,-0.593546662119809,7.835776872966194
7.4,-0.22148436348577685,0.0,0.0,-0.6962573789032466,-0.5289329029974282,7.782925447757555
7.45,-0.19776633020309584,0.0,0.0,-0.6224273598924156,-0.4715025268597066,7.730774157561116
7.5,-0.17661066335910802,0.0,0.0,-0.5564891663240337,-0.4203574087984852,7.679309950252491
7.550000000000001,-0.1577685404835377,0.0,0.0,-0.49767286739792954,-0.37489294755021235,7.628520019701822
7.6000000000000005,-0.14097319515048404,0.0,0.0,-0.44517373905988933,-0.3344393011282237,7.578391808375664
7.65,-0.12599999474881696,0.0,0.0,-0.3983075498048626,-0.29843888738333063,7.528913008659192
7.7,-0.11264840428122881,0.0,0.0,-0.35646250053853473,-0.2663944003879536,7.480071563104185
7.75,-0.10074007015129358,0.0,0.0,-0.31909338834584877,-0.23786428319989245,7.431855663762019
7.800000000000001,-0.09011639878367939,0.0,0.0,-0.285714487266186,-0.21245657906392584,7.384253750741075
7.8500000000000005,-0.08063638610428184,0.0,0.0,-0.2558931431778926,-0.18982342180230524,7.337254510110299
7.9,-0.07217467573955269,0.0,0.0,-0.22924402412618247,-0.1696561099560751,7.290846871255285
