# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=40, N=50, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Rhop,dRhop,LapRhop,Jp,DivJp,Rhon,dRhon,LapRhon,Jn,DivJn,Rhol,dRhol,LapRhol,Jl,DivJl,RhoN,dRhoN,LapRhoN,JN,DivJN
0.0,0.07288501909135633,6.938893903907228e-17,-0.009290218783451591,0.0,0.061864853544432774,0.08038744903584591,-5.204170427930421e-17,0.06262873360632949,0.0,-0.013941784788094842,0.0,0.0,0.0,0.0,0.0,0.15327246812720224,1.734723475976807e-17,0.0533385148228779,0.0,0.047923068756337936
0.05,0.0728812992176703,-0.00016384858259067478,-0.010263071122562292,0.0010269128556414727,0.061430016445420524,0.08041367032759114,0.0010301372511041518,0.06118981095438458,-0.00023136419565697165,-0.013838591043359307,0.0,0.0,0.0,0.0,0.0,0.15329496954526145,0.000866288668513477,0.05092673983182229,0.000795548659984501,0.04759142540206122
0.1,0.07286851901098547,-0.00033855443812810457,-0.009994360662710089,0.0020342275174199693,0.06075859357371124,0.08049001511240736,0.0020281503421140656,0.06051498480576789,-0.0004577266855286779,-0.01364481061799391,0.0,0.0,0.0,0.0,0.0,0.15335853412339284,0.001689595903985961,0.0505206241430578,0.0015765008318912913,0.04711378295571733
0.15000000000000002,0.07284760772425776,-0.0004994532750038187,-0.009895623965422543,0.0030348059518613083,0.060335488152917324,0.0806161165894202,0.003008380955369927,0.059297890567909975,-0.0006800353583241866,-0.013450721887572119,0.0,0.0,0.0,0.0,0.0,0.15346372431367794,0.0025089276803661083,0.049402266602487435,0.0023547705935371217,0.046884766265345205
0.2,0.07281861980693291,-0.0006591434096384768,-0.009735183814337661,0.004018718834571572,0.059658011561957935,0.08079012892520987,0.003943720083948669,0.057622209828073714,-0.0008952031568855079,-0.013168765877252391,0.0,0.0,0.0,0.0,0.0,0.15360874873214278,0.003284576674310192,0.04788702601373605,0.003123515677686064,0.04648924568470554
0.25,0.0727817775502521,-0.000813575822846066,-0.00953869876977903,0.004979998115994357,0.058802815293863886,0.08100955225678932,0.004822721170657188,0.05551754379329539,-0.0011010257005618315,-0.012818071176248126,0.0,0.0,0.0,0.0,0.0,0.1537913298070414,0.004009145347811122,0.04597884502351636,0.0038789724154325252,0.04598474411761576
0.30000000000000004,0.07273736366472328,-0.0009618715565532475,-0.009311765081648077,0.005913270900739028,0.05777319681139739,0.08127126840099123,0.005633548035184205,0.05301934190497053,-0.001295608838391449,-0.012405507403643667,0.0,0.0,0.0,0.0,0.0,0.15400863206571452,0.004671676478630957,0.04370757682332245,0.004617662062347578,0.04536768940775372
0.35000000000000003,0.07268570408028838,-0.0011033038256437304,-0.009060993354136517,0.0068135242616555345,0.05657758567913801,0.08157159969327685,0.006365683351335274,0.050168436459630025,-0.0014773614673196326,-0.011939809580202144,0.0,0.0,0.0,0.0,0.0,0.15425730377356522,0.0052623795256915434,0.04110744310549351,0.005336162794335902,0.044637776098935864
0.4,0.07262715498115511,-0.0012373938423581622,-0.008793373406793762,0.007676093515978671,0.055225718175247525,0.08190637959599954,0.0070101174004374815,0.04701034851467998,-0.0016450202023275125,-0.011430637978207538,0.0,0.0,0.0,0.0,0.0,0.15453353457715466,0.005772723558079319,0.038216975107886214,0.0060310733136511585,0.04379508019703999
0.45,0.07256209037709298,-0.0013639056462833032,-0.008515821432805715,0.008496682241819103,0.0537282812315214,0.08227103180605459,0.007559486635932058,0.043593972413982274,-0.0017976701804535069,-0.010888256063733406,0.0,0.0,0.0,0.0,0.0,0.15483312218314757,0.0061955809896487544,0.03507815098117656,0.0066990120613655965,0.042840025167787996
