# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=40, N=50, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Rp1,Rp2,Rp3,Rp4,Rp5,Rp6,Rp7,Rp8,Rp9,Rp10,Rp11,Rn1,Rn2,Rn3,Rn4,Rn5,Rn6,Rn7,Rn8,Rn9,Rn10,Rn11,Rn12,Rn13,Rn14,Rn15,Rn16,Rl1,Rl2,Rl3,Rl4,Rl5,Rl6,Rl7,Rl8,Rl9,Rl10
1.0,0.2928902103372992,0.09987275491823489,0.11382881163449893,0.029577165334015804,0.03725706042395625,0.4768580222519751,0.00791452634750544,0.010914993763353148,0.220498390030648,0.0019723183470385405,0.22839618636854628,0.32094832853863237,0.11516573852265373,0.1262189151759156,0.03505810919760377,0.04240706829914133,0.4841375157423386,0.0093853694955332,0.012729886286896459,0.22660634640711388,0.2337134288676993,0.0022981391547651515,0.08038057263480071,0.0033505956493375903,0.44854643143429057,0.07784439406459828,0.0005269761917792548,0.310359198487224,0.11147797114647762,0.11147797114647762,0.03302851506458773,0.03302851506458773,0.4364900908281433,0.008261478320905187,0.008261478320905187,0.1639651421870748,0.1639651421870748
1.05,0.30538061511805126,0.10942503292014619,0.12442420815554796,0.03402048883137953,0.042727214659573846,0.4895198065133869,0.009555125596914448,0.013132584793168181,0.23900245010892812,0.0024991620342601534,0.2469061866574636,0.3343444441511057,0.12608454335685784,0.1378877279107693,0.0402948682897612,0.04861011227007862,0.4959385415339826,0.011323041591218073,0.015309551309647649,0.2453855863984515,0.2523686087088145,0.002910244185072023,0.09162338969694316,0.00422817456527291,0.44929610754453775,0.08848694295693454,0.0007004636583593229,0.32412397335425047,0.1221033490813195,0.1221033490813195,0.03795442263223443,0.03795442263223443,0.4492681097283031,0.009962547192637118,0.009962547192637118,0.1779787715241919,0.1779787715241919
1.1,0.3176430172403441,0.11932619027812785,0.13536396468832015,0.03885633785707232,0.04865560469348991,0.5008405501819188,0.011428198745643157,0.015653064946291415,0.25768558566047606,0.003129953380029804,0.2654900482145619,0.34745435336382163,0.13738064725414267,0.14992169370203176,0.045985327917518394,0.05532727875623738,0.506255625403271,0.01353236968046123,0.01823955450256452,0.26429064670924507,0.2710398152126583,0.00364231512663643,0.10365109298805306,0.0052734149012204495,0.44761522429760237,0.09982853720574446,0.0009180670077814444,0.3376363167817337,0.13309247075784164,0.13309247075784164,0.04330352805012007,0.04330352805012007,0.4608377109891596,0.01190076032380655,0.01190076032380655,0.19215620007282566,0.19215620007282566
1.1500000000000001,0.3296803339779349,0.1295634614894249,0.14663207291809488,0.04409451129786389,0.055050623038176906,0.5108085741150494,0.013551886585763626,0.01849808605609981,0.27646629967592207,0.0038783330078562034,0.28406280015220814,0.3602807336733875,0.14903635080195035,0.1623019034951999,0.052138723676110055,0.0625669774317598,0.5150779975937062,0.016033687138078605,0.0215444561722829,0.28323209995013476,0.2896363849931202,0.004509800714654981,0.11644313116246864,0.006507017780956875,0.4435304633802021,0.11184577410040385,0.0011879039301607203,0.3508851961449027,0.1444246806937857,0.1444246806937857,0.04908336097572454,0.04908336097572454,0.47116723803814387,0.014093573993011376,0.014093573993011376,0.2064335057588023,0.2064335057588023
1.2000000000000002,0.34149572191559985,0.14012389275407278,0.1582127704133915,0.04974374649077197,0.06191943294081673,0.5194152644604546,0.015944386437232803,0.021689151420942587,0.29526273794252805,0.004758800631632373,0.3025403896340519,0.37282657860017004,0.16103362983026362,0.1750097314306169,0.05876277903436636,0.0703361391185108,0.5223986841932705,0.018847184369583374,0.02524854645647298,0.302120265475805,0.30806887024526813,0.0055290377227949486,0.12997274483723437,0.007950767147230905,0.43707998048759505,0.12451015399580942,0.0015190188756270082,0.3638597442755114,0.15607865187083692,0.15607865187083692,0.05529989245032352,0.05529989245032352,0.4802282446798621,0.016558278304667995,0.016558278304667995,0.22074595785143253,0.22074595785143253
1.25,0.353092380993108,0.15099429051916383,0.1700904650192568,0.05581167564836009,0.0692679479574667,0.5266547476498206,0.018623854071319744,0.025247502130182068,0.3139928286030346,0.005786678654330737,0.32083976624262206,0.3850949589196321,0.17335408416218182,0.18802673622319885,0.06586365164823099,0.07864018619380973,0.5282141453764255,0.021992775831190962,0.029375704043906173,0.32086541271527014,0.3262491333403629,0.006717191705973507,0.14420699707885257,0.0096274490544083,0.4283128485106133,0.13778816688448806,0.0019214115587276996,0.3765492765792665,0.1680324179764402,0.1680324179764402,0.061957502099963674,0.061957502099963674,0.48799557782887987,0.019311886689714085,0.019311886689714085,0.2350282564783585,0.2350282564783585
1.3,0.3644733629993727,0.16216115948809362,0.1822496389514486,0.06230477724489847,0.07710079762690844,0.5325235913524368,0.02160830120648372,0.029193996958357348,0.3325744069335347,0.006978066654179439,0.3388789319370542,0.39708878802950603,0.18597887366573831,0.2013345368654169,0.07344587583388816,0.08748298489380629,0.5325239384387761,0.025489963042829095,0.03394924614986807,0.3393779474441432,0.3440904011805037,0.008092186578948297,0.1591068249398093,0.011560756269326618,0.4172885115521387,0.15164136938753,0.002406057543962811,0.3889433084920589,0.18026340656991308,0.18026340656991308,0.0690589489807704,0.0690589489807704,0.49444745452369154,0.022371024543372114,0.022371024543372114,0.24921477497139224,0.24921477497139224
1.35,0.3756413867609672,0.17361063148882497,0.1946747349092171,0.06922832226657283,0.08542127834290619,0.5370205368266099,0.024915488439317655,0.033548984373343395,0.3509253302185078,0.008349786500394201,0.3565769645935738,0.4088105947057811,0.19888864326347344,0.21491466567505738,0.08151230109250317,0.09686677840649004,0.535330412771291,0.029357693727266442,0.0389917678556624,0.357568585638995,0.3615072885894094,0.009672622992629309,0.17462711245247037,0.0137751769464856,0.40407625813320086,0.1660264518467683,0.002984920075013177,0.40103157289097385,0.19274847310933008,0.19274847310933008,0.07660534611093044,0.07660534611093044,0.4995655326640725,0.025751817360501594,0.025751817360501594,0.26323980448542156,0.26323980448542156
1.4000000000000001,0.38659866208561033,0.18532838676864982,0.2073500267688008,0.0765863154266471,0.09423128895497733,0.5401462671089065,0.028562813550234982,0.03833216531270802,0.36896358783849875,0.00991931788286987,0.3738540234705729,0.42026230630809225,0.21206343885622317,0.2287484020854015,0.09006402682643262,0.10679210024036848,0.536638442788594,0.03361421729274465,0.044524969083374916,0.3753485200117474,0.37841580055087487,0.011477685546081706,0.19071678601311032,0.01629586605358885,0.38875471964063735,0.1808952965375469,0.0036709523582738905,0.41280403709278024,0.20546393575672822,0.20546393575672822,0.08459613873236675,0.08459613873236675,0.503334974922525,0.029469778736609935,0.029469778736609935,0.277037800299237,0.277037800299237
1.4500000000000002,0.39734672437311214,0.1972995694469007,0.22025947764683157,0.0843814316555616,0.10353125108269681,0.5419032145168704,0.03256719522155469,0.04356244555675837,0.38660741180967023,0.011704724096791694,0.39063134511969844,0.4314450453219186,0.2254826164009616,0.24281659092199037,0.0991003336576025,0.11725766798266993,0.5364552036662216,0.03827693698699358,0.05056946773212084,0.39262958463784686,0.39473332341474143,0.013527038962046217,0.207318933617022,0.01914849819004385,0.37141139774397247,0.1961950293417043,0.004478089572544788,0.4242509191099437,0.21838561087113592,0.21838561087113592,0.09302908634904261,0.09302908634904261,0.5057445053145309,0.03353969861284362,0.03353969861284362,0.2905436291829445,0.2905436291829445
1.5,0.4078862816932741,0.20950869901379274,0.23338658834065998,0.09261494839492931,0.11332001460708584,0.5422954100125545,0.03694495232437589,0.04925777676936778,0.4037753930286412,0.013724567995368107,0.4068312382892239,0.44235894197301834,0.2391247466477928,0.25709944923513767,0.1086186120481541,0.12826025822233283,0.5347899935678981,0.0433622591872546,0.05714459785246308,0.4093244232598387,0.4103786152842233,0.015840713459117327,0.22437094991531603,0.02235910047661063,0.3521422222164969,0.21186806849902484,0.005421229952349463,0.4353627028899355,0.23148884910363673,0.23148884910363673,0.10190024859787684,0.10190024859787684,0.5067864579647731,0.0379755321572239,0.0379755321572239,0.30369281720254093,0.30369281720254093
1.55,0.4182170760490151,0.22193957991389276,0.2467142393666807,0.10128667445145066,0.12359474930470525,0.5413283760789909,0.04171167906954432,0.055434985590632146,0.42038660838236336,0.01599781811298425,0.42237708624602344,0.453002965516996,0.2529675182856182,0.27157636606605984,0.11861428922602821,0.13979456410548238,0.5316541048636998,0.04888544045288985,0.06426819218350258,0.42534666686213174,0.4252718056869744,0.01843897967567609,0.24180470953234562,0.02595386431102804,0.3310511383768858,0.2278521752671423,0.006516204383432746,0.4461301523345863,0.2447485720270895,0.2447485720270895,0.11120397502410596,0.11120397502410596,0.5064568176692831,0.042790289693107164,0.042790289693107164,0.3164217973276008,0.3164217973276008
1.6,0.4283377604874134,0.23457521139579968,0.2602245300304291,0.11039487639942991,0.13435082411465518,0.539009063892846,0.04688211647595175,0.062109590550032186,0.43636076368052584,0.0185437450678123,0.4371933646821034,0.4633747766885069,0.2669876424653719,0.2862256998184465,0.1290807557273843,0.1518530377106362,0.5270607456573445,0.054860433152058095,0.07195634892282389,0.44061112596740076,0.4393344143197249,0.021342213639812185,0.2595467714857843,0.029958934993555876,0.3082497212618227,0.24408051243793913,0.0077797340563726435,0.45654432397861566,0.25813930926512246,0.25813930926512246,0.12093289885686735,0.12093289885686735,0.50475525191804,0.04799592811040617,0.04799592811040617,0.3286681562105641,0.3286681562105641
1.6500000000000001,0.4382457936828744,0.24739769994279442,0.27389861817227124,0.11993620375548478,0.14558167607293232,0.5353458347251322,0.05247002078451985,0.06929560702503965,0.45161835705404046,0.02138180847757408,0.4512056829698077,0.4734706036818266,0.28116076185805733,0.3010245781836501,0.1400092931758585,0.16442572017112017,0.5210250117572878,0.06129973067818164,0.08022318324133022,0.45503400279447,0.45248939814235234,0.024570752435502528,0.2775186178646273,0.0344001785381193,0.2838568116838213,0.2604817176533583,0.009229375848425118,0.46659657829576234,0.2716352361293721,0.2716352361293721,0.13107793491346276,0.13107793491346276,0.5016851341004998,0.05360324422640574,0.05360324422640574,0.3403708795120246,0.3403708795120246
1.7000000000000002,0.44793735358456804,0.26038817671778397,0.2877165644347228,0.12990561438169526,0.1572786715070072,0.5303484846585342,0.05848802963576652,0.07700534099588273,0.4660808670326492,0.024531534764384015,0.4643408559804608,0.4832851439159563,0.2954613675542446,0.3159487058187494,0.15138900521647186,0.17750006322319567,0.5135639080424195,0.0682142134904322,0.08908056478814096,0.46853312793640245,0.4646612353773411,0.02814474138695919,0.29563693011884534,0.03930292540724304,0.25799816755814925,0.2769799993021732,0.010883455244684195,0.47627858969218656,0.28521021182829454,0.28521021182829454,0.1416282818020449,0.1416282818020449,0.49725355766023427,0.05962177060161404,0.05962177060161404,0.35147059515069107,0.35147059515069107
1.75,0.4574072716822069,0.2735267225530943,0.30165718508250283,0.14029630179799724,0.1694309626471089,0.5240283108663577,0.06494752702905444,0.08524917293744176,0.4796709689616183,0.028012386383283145,0.47652701297454414,0.49281149369950505,0.30986272721245467,0.33097218518983706,0.16320675379887511,0.19106074660582045,0.5046964169905057,0.0756129974385866,0.09853784324603976,0.48102822556187724,0.4757760540372028,0.03208397376788749,0.3138139063735378,0.044691691447299134,0.2308061223358405,0.29349526342468957,0.012760986766724287,0.485582355334716,0.29883781837176526,0.29883781837176526,0.15257142864124074,0.15257142864124074,0.49147134098801143,0.06605967436205427,0.06605967436205427,0.36190981385352133,0.36190981385352133
1.8,0.4666489893864228,0.28679230308285436,0.31569791756096016,0.1510996262937707,0.18202534336651316,0.5163982168485933,0.07185850828748454,0.09403533383513892,0.49231278273590295,0.03184362318216077,0.4876937491955241,0.5020411077381234,0.3243368279045262,0.3460673561504502,0.17544710324849125,0.205089496462237,0.4944436109602734,0.08350328605810708,0.10860156488101148,0.49244121031104554,0.48576181144691877,0.03640772423670135,0.3319576230768827,0.050589876955651626,0.20241924109538226,0.30994328046407144,0.01488158204864902,0.49450020304066267,0.31249140035865114,0.31249140035865114,0.1638931665692937,0.1638931665692937,0.484353022840901,0.07292365963207369,0.07292365963207369,0.37163316636475985,0.37163316636475985
1.85,0.4756545379279465,0.30016271664238764,0.3298147030853721,0.16230505191343164,0.19504610829355698,0.5074728531634783,0.07922944645759487,0.10336967599973548,0.5039321540154648,0.036044156785134986,0.4977723247421567,0.5109637902045385,0.3388543370739556,0.3612046599052192,0.18809227476167442,0.21956491056957533,0.4828288036545861,0.091890228736399,0.11927518395945731,0.5026965180508859,0.49454852984351844,0.04113457739747128,0.34997244400406863,0.05701944557852584,0.17298196386491846,0.32623590083800996,0.017265345884545757,0.5030247985210491,0.3261441058942993,0.3261441058942993,0.17557760537137154,0.17557760537137154,0.47591684804635,0.08021887423961527,0.08021887423961527,0.380587636636458,0.380587636636458
