# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=82, N=126, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Rhop,dRhop,LapRhop,Jp,DivJp,Rhon,dRhon,LapRhon,Jn,DivJn,Rhol,dRhol,LapRhol,Jl,DivJl,RhoN,dRhoN,LapRhoN,JN,DivJN
0.0,0.0712295553911747,6.938893903907228e-17,-0.053164990468357376,0.0,-0.0005567689910497039,0.08845191367759567,5.204170427930421e-17,0.07296495539685847,0.0,-0.007917031491483753,0.0,0.0,0.0,0.0,0.0,0.15968146906877037,1.214306433183765e-16,0.0197999649285011,0.0,-0.008473800482533456
0.05,0.0712074844110169,-0.0008906236113714015,-0.053644285346811024,-9.261747473496349e-6,-0.0005547295454063992,0.08848249593414184,0.0012001913858047074,0.07127459504541848,-0.00013131940425373137,-0.00785180485316004,0.0,0.0,0.0,0.0,0.0,0.15968998034515874,0.00030956777443330585,0.01763030969860746,-0.0001405811517272277,-0.008406534398566439
0.1,0.07114049571305149,-0.0017842180460178082,-0.05334562472926463,-1.8496843056030318e-5,-0.0005579525483262042,0.0885714793733946,0.0023673504358844542,0.07079225792801791,-0.0002594864582486545,-0.007730245452875751,0.0,0.0,0.0,0.0,0.0,0.15971197508644608,0.000583132389866646,0.01744663319875328,-0.0002779833013046848,-0.008288198001201955
0.15000000000000002,0.07102938115285398,-0.002656624852347741,-0.052634997296960875,-2.815720909481903e-5,-0.0005735407899472491,0.08871890666905052,0.0035206790928179153,0.06954354923881673,-0.00038515505192903386,-0.007609873759404954,0.0,0.0,0.0,0.0,0.0,0.1597482878219045,0.0008640542404701745,0.01690855194185585,-0.0004133122610238529,-0.008183414549352203
0.2,0.07087526015348203,-0.003503493468999183,-0.051673123906962465,-3.835428064722267e-5,-0.0005939548712404737,0.08892278929533443,0.004626207807660512,0.06784174363473702,-0.0005063754086608229,-0.007434050822747579,0.0,0.0,0.0,0.0,0.0,0.15979804944881645,0.0011227143386613285,0.016168619727774558,-0.0005447296893080456,-0.008028005693988052
0.25,0.07067957484586981,-0.004317833734747891,-0.05045378756003131,-4.925444699323791e-5,-0.0006202042377642105,0.08918056785396962,0.005674210510073132,0.0656928101502096,-0.0006217471673403765,-0.007214479860798906,0.0,0.0,0.0,0.0,0.0,0.15986014269983945,0.001356376775325241,0.015239022590178286,-0.0006710016143336144,-0.007834684098563117
0.30000000000000004,0.07044414133857764,-0.005092225341122164,-0.04898991468581526,-6.102750738243311e-5,-0.0006521674622000416,0.08948904416815104,0.006652086146359901,0.06312495138249528,-0.0007300453398557862,-0.00695484523178452,0.0,0.0,0.0,0.0,0.0,0.1599331855067287,0.0015598608052377373,0.014135036696680023,-0.0007910728472382193,-0.0076070126939845615
0.35000000000000003,0.07017113087446762,-0.005819809778694531,-0.04729675493221108,-7.384182588551811e-5,-0.0006897618015680985,0.08984441934553952,0.007548333199189055,0.06017133928794613,-0.0008302129882432037,-0.006659966924082203,0.0,0.0,0.0,0.0,0.0,0.16001555022000713,0.0017285234204945238,0.012874584355735047,-0.0009040548141287219,-0.007349728725650302
0.4,0.06986304358693787,-0.006494296353772733,-0.04539139878834879,-8.78628639951717e-5,-0.0007328874950069697,0.09024234954007768,0.008352675947590708,0.0568694664654667,-0.0009213761962358728,-0.0063352446072454174,0.0,0.0,0.0,0.0,0.0,0.16010539312701555,0.0018583795938179742,0.011478067677117912,-0.0010092390602310444,-0.007068132102252387
0.45,0.06952267869996842,-0.0071100221957994154,-0.04329262998723281,-0.00010325219341892116,-0.0007814227799744604,0.09067801090986938,0.00905621062484466,0.05326043378247005,-0.001002858395051303,-0.005986500599821815,0.0,0.0,0.0,0.0,0.0,0.1602006896098378,0.0019461884290452452,0.009967803795237241,-0.0011061105884702241,-0.0067679233797962755
