# Nuclear Parameter=VB1
# Lambda Parameter=HPL2
# Z=8, N=8, Λ=0
# Number of mesh=600
# rmax=30
# Matching point of shooting = 7.45

r(fm),Rp1,Rp2,Rp3,Rp4,Rn1,Rn2,Rn3,Rn4,Rn5,Rl1,Rl2,Rl3
3.45,0.29445447809672703,0.46972141415409996,0.49403696869397673,0.5877900107697791,0.2883943744705626,0.4630049230387956,0.487617318875829,0.58430411832344,-0.5661268903747764,0.3214162362763231,0.5178860979442941,0.5178860979442941
3.5,0.2793865520450337,0.45112220773491174,0.47837075915372296,0.5716824496037911,0.2733332076199656,0.4441094786581998,0.47148754956694133,0.5673893424569635,-0.5648376904464868,0.3082077371701845,0.5071359029794126,0.5071359029794126
3.5500000000000003,0.2648139514221399,0.43276686462658437,0.4627411232736983,0.5553814925955757,0.25877932861061687,0.42548234142996955,0.4554146489869427,0.5503039980334679,-0.5625077330656735,0.295358701039849,0.49631487545223674,0.49631487545223674
3.6,0.25076075000212394,0.41472629183687826,0.4472140814038258,0.538989094444578,0.24475608977442265,0.4071943591062009,0.4394655655280211,0.5331522084102828,-0.5592441951692426,0.2828837147792844,0.4854635873688566,0.4854635873688566
3.6500000000000004,0.23724436809550056,0.3970609515886796,0.43184840721057066,0.5225966155929839,0.23128018073510054,0.38930576834840785,0.42369980776528265,0.5160271191994651,-0.5551503436108789,0.2707937688058662,0.47461884926981174,0.47461884926981174
3.7,0.22427606464124075,0.37982123696950415,0.4166955742499281,0.5062847382882452,0.2183621268617627,0.37186658903865916,0.4081693984322454,0.49901083712570166,-0.550324442576336,0.25909650583407384,0.46381369399117056,0.46381369399117056
3.75,0.21186150863400627,0.36304803610429415,0.4017998894087779,0.4901236659041336,0.2060068664120188,0.3549172073290225,0.39291901800317264,0.48217465629153844,-0.5448589559805205,0.2477965013073077,0.45307743811276713,0.45307743811276713
3.8000000000000003,0.20000139682588872,0.34677343219442575,0.38719877695431415,0.47417354676433077,0.19421437328728522,0.3384890942353012,0.37798630088429486,0.465579511499617,-0.5388400196717457,0.23689556315507246,0.4424358075999908,0.4424358075999908
3.85,0.188692088813574,0.33102149084898064,0.3729231766409634,0.45848506509278164,0.18298029652099657,0.3226056107823571,0.3634022469865083,0.44927659988122715,-0.5323471505638653,0.22639303969696847,0.4319111136377613,0.4319111136377613
3.9000000000000004,0.17792623567655208,0.31580909229948245,0.3589980214524178,0.44310014632647815,0.1722965926932548,0.3072828569863134,0.34919171366546875,0.43330811693916266,-0.5254531559270057,0.21628612611379822,0.42152246510349417,0.42152246510349417
3.95,0.16769338364562691,0.3011467733204277,0.3454427643037572,0.4280527306702115,0.16215213279030105,0.292530529291205,0.3353739568590065,0.41770806000645966,-0.5182242053033812,0.20657016172071777,0.4112860052629809,0.4112860052629809
4.0,0.15798053938383347,0.287039551151179,0.33227192767245345,0.4133695764076902,0.15253327013593163,0.2783527586368679,0.3219631949938885,0.4025030599914491,-0.510720029093487,0.19723891212080832,0.40121516184122547,0.40121516184122547
4.05,0.14877268804227317,0.273487708828716,0.31949565507821504,0.3990710622895804,0.14342436060445884,0.2647489085184873,0.3089691742780846,0.3877132102925534,-0.502994211019394,0.18828483205283542,0.39132090139634346,0.39132090139634346
4.1000000000000005,0.14005325913969452,0.2604875277078184,0.30712024815435474,0.38517196571260787,0.1348082302107254,0.2517143188192229,0.29639771890071553,0.3733528693338765,-0.49509454575094974,0.17969930628626016,0.38161198073315566,0.38161198073315566
4.15,0.13180453844638526,0.2480319583601811,0.29514867745888335,0.37168220001724683,0.12666658830252522,0.23924098665192126,0.28425125413880586,0.3594314199259352,-0.48706343744355635,0.17147286721386099,0.3720951898085284,0.3720951898085284
4.2,0.12400802644910842,0.2361112254419397,0.2835810589985905,0.3586074998756091,0.11898038697430748,0.2273181798713733,0.27252929425399436,0.3459539744074598,-0.47893831938761106,0.1635953888344859,0.3627755821229061,0.3627755821229061
4.25,0.11664474570387053,0.22471336553368854,0.27241509161841804,0.3459500483614672,0.1117301290481674,0.2159329823506578,0.26122889028836804,0.3329220192231002,-0.47075207914218103,0.15605625761544878,0.3536566899196875,0.3536566899196875
4.3,0.10969550054337064,0.2138246994829815,0.26164645294537137,0.3337090429290105,0.10489612812525793,0.2050707726506558,0.2503450354416424,0.3203339962806123,-0.46253347725887295,0.14884452130033585,0.3447407226126477,0.3447407226126477
4.3500000000000005,0.10314109330117124,0.20343024254274422,0.2512691535196401,0.3218812002707667,0.09845872490316042,0.19471563947896003,0.239871027682065,0.3081858212091021,-0.454307550919279,0.14194901711537367,0.33602874773803937,0.33602874773803937
4.4,0.09696250154717503,0.19351405673619368,0.24127585016882988,0.31046120200178895,0.09239846428470291,0.18485073847096184,0.2297987906855321,0.2964713406351725,-0.44609599649417386,0.13535848106023873,0.3275208544014547,0.3275208544014547
4.45,0.09114102089108457,0.18405955052153603,0.23165812066755623,0.29944208445905784,0.08669623786341261,0.17545859546499543,0.22011915519632466,0.28518273194261806,-0.43791752720820665,0.12906164008032237,0.3192162996858066,0.3192162996858066
4.5,0.08565837778085014,0.1750497310968591,0.222406702357448,0.28881557674005887,0.08133339623890333,0.1665213617050487,0.21082210354325717,0.2743108498148603,-0.4297882038075977,0.12304728893686526,0.3111136388341939,0.3111136388341939
4.55,0.08049681646588878,0.16646741467918866,0.21351169775897139,0.2785723915483265,0.07629183535620605,0.1580210263914557,0.20189698040519974,0.26384552429597774,-0.42172173743961766,0.11730435354467392,0.3032108402477779,0.3032108402477779
4.6000000000000005,0.07563916396044221,0.1582953998955269,0.2049627503540623,0.26870247356615234,0.07155406072668731,0.14993959179663513,0.19333267306851687,0.2537758152477685,-0.4137297649242537,0.11182194245544196,0.29550538646976243,0.29550538646976243
4.65,0.07106887646886692,0.1505166091043968,0.19674919371428734,0.2591952100183165,0.06710323301277184,0.1422592158363133,0.18511776441368874,0.2440902280110897,-0.4058220972911938,0.10658938804479495,0.2879943623846228,0.2879943623846228
4.7,0.06677007034952395,0.14311420207509362,0.18886017703942404,0.2500396078920259,0.06292319807178673,0.13496232658816448,0.17724066175617093,0.23477689486727693,-0.39800694292467254,0.10159627882594047,0.28067453186592056,0.28067453186592056
4.75,0.06272754031639918,0.13607166602642684,0.18128476999246468,0.2412244419889422,0.0589985041750074,0.12803171281753906,0.16968970448438903,0.2258237265923205,-0.3902911069534273,0.09683248417178104,0.27354240407196334,0.27354240407196334
4.800000000000001,0.05892676722016536,0.12937288559438287,0.1740120494970683,0.23273837764441252,0.05531440875893268,0.12145059413119537,0.16245325321399026,0.2172185380423488,-0.3826801686843378,0.09228817258733979,0.266594290528658,0.266594290528658
4.8500000000000005,0.05535391742058711,0.12300219587744687,0.16703117092321657,0.22457007158552908,0.05185687673444487,0.11520267395335827,0.15551976293315256,0.20894915133293882,-0.3751786389403559,0.08795382453998356,0.2598263540628649,0.2598263540628649
4.9,0.05199583546378826,0.11694442131129859,0.16033142584123622,0.2167082540338238,0.04861257207963779,0.10927217811602818,0.1488778423640534,0.2010034797974331,-0.36779009915364175,0.08382024072913569,0.2532346505646795,0.2532346505646795
4.95,0.04884003151215509,0.11118490275831473,0.15390228828381808,0.20914179480413275,0.04556884417493804,0.10364388148431894,0.14251630152103137,0.19336959554474198,-0.3605173240052089,0.07987854656161603,0.24681516446877944,0.24681516446877944
5.0,0.04587466474097935,0.105709514865253,0.14773345122700637,0.2018597558173189,0.04271371010414319,0.09830312470117954,0.13642418921344693,0.18603578309395244,-0.35336238930974495,0.07612019349417246,0.24056383875710563,0.24056383875710563
5.050000000000001,0.04308852371266095,0.10050467544561759,0.1418148547885037,0.1948514321363207,0.040035833940470875,0.09323582283507785,0.13059082202497377,0.1789905812466047,-0.3463267667314837,0.07253695781126408,0.23447660020034536,0.23447660020034536
5.1000000000000005,0.04047100456403505,0.09555734838076835,0.13613670744723802,0.18810638335488386,0.03752450386029907,0.08842846744831198,0.12500580610325074,0.17222281507016396,-0.3394114067936252,0.06912093732337486,0.2285493804756645,0.2285493804756645
5.15,0.038012087692478554,0.09085504130399562,0.1306895014127586,0.18161445691697528,0.03516960777629873,0.08386812337069512,0.119659052915316,0.1657216196085557,-0.3326168115167874,0.06586454639844902,0.22277813372388997,0.22277813372388997
5.2,0.03570231349910201,0.08638579913206847,0.12546402311651153,0.17536580472159896,0.03296160805333146,0.07954242126091625,0.11454078996485986,0.15947645670689117,-0.3259430978962413,0.06276050967566088,0.21715885104138777,0.21715885104138777
5.25,0.033532757639818986,0.08213819433638417,0.12045135965859487,0.16935089417107413,0.03089151576207857,0.07543954686308944,0.10964156732627575,0.15347712613613554,-0.3193900533065601,0.05980185475579676,0.21168757234033203,0.21168757234033203
5.300000000000001,0.03149500614482914,0.0781013146979145,0.11564290192202534,0.1635605146488392,0.02895086483430699,0.07154822771594843,0.1049522607265648,0.14771377202741576,-0.31295718380795606,0.05698190411515586,0.2063603959558069,0.2063603959558069
5.3500000000000005,0.02958113069168652,0.07426474916383907,0.11103034496047379,0.15798578026331872,0.027131686407588933,0.06785771794396575,0.10046407179794355,0.14217688547265597,-0.3066437562222255,0.054294266449213195,0.20117348632892992,0.20117348632892992
5.4,0.027783664254512192,0.07061857231639335,0.10660568617335425,0.15261812956506499,0.02542648358403611,0.06435778165066743,0.09616852603002463,0.13685730401592097,-0.30044883474850625,0.05173282761751976,0.19612308005155318,0.19612308005155318
5.45,0.026095577300154882,0.0671533278735708,0.10236122170260813,0.14744932283302858,0.02382820677528376,0.06103867534208026,0.0920574688691814,0.13174620864594172,-0.29437131280010204,0.04929174133169568,0.19120549051962896,0.19120549051962896
5.5,0.024510254659537285,0.06386001156466044,0.09828954141707698,0.1424714374303035,0.02233022976289387,0.05789112973032145,0.0881230603427264,0.12683511880261134,-0.2884099406632996,0.046965419703220386,0.18641711140856806,0.18641711140856806
5.550000000000001,0.023021473167603165,0.06073005365916802,0.09438352279166559,0.13767686164805878,0.020926326568088478,0.05490633120179542,0.08435776852547129,0.12211588582674833,-0.2825633495070065,0.04474852374643147,0.1817544191543897,0.1817544191543897
5.6000000000000005,0.021623380136952208,0.057755301373691566,0.09063632393832866,0.13305828738681066,0.019610649196020267,0.0520759031795106,0.08075436211484606,0.1175806852112839,-0.2768300722076679,0.04263595391417034,0.17721397459872426,0.17721397459872426
5.65,0.020310472707348568,0.05492800133624589,0.08704137600315796,0.1286087019650913,0.01837770629656462,0.04939188756310176,0.07730590233690789,0.11322200795158108,-0.27120856139670996,0.04062284072838215,0.17279242393335015,0.17279242393335015
5.7,0.019077578094904363,0.052240782250010574,0.08359237510749613,0.12432137929549136,0.017222342764960607,0.04684672639187988,0.07400573436824925,0.10903265124136391,-0.2656972050870817,0.038704535555276386,0.16848649906053742,0.16848649906053742
5.75,0.017919834750101074,0.04968663786734597,0.08028327398018073,0.12018987062571979,0.01613972029076255,0.044433243844452096,0.07084747842712838,0.10500570871742083,-0.2602943401907298,0.036876601564021325,0.1642930174686724,0.1642930174686724
5.800000000000001,0.016832674422269323,0.047258910359180256,0.0771082734019429,0.11620799500662739,0.015125298851833799,0.04214462866215012,0.06782502066029678,0.1011345604197123,-0.25499826419944305,0.03513480489906999,0.1602088817081203,0.1602088817081203
5.8500000000000005,0.015811805119154677,0.0449512741436649,0.07406181356097095,0.11236982961910821,0.014174819140969866,0.039974417061808494,0.06493250392930115,0.09741286260276596,-0.24980724526688186,0.03347510608882957,0.1562310785397687,0.1562310785397687
5.9,0.014853194943296006,0.04275772022059324,0.07113856540010746,0.10866970006658422,0.013284285905717017,0.03791647618560726,0.06216431858088787,0.09383453750842492,-0.24471953089924772,0.0318936517072599,0.15235667781790802,0.15235667781790802
